,Tiempo,Modelo,Score,Promedio
0,0.018239633242289225,0,0.7720932129649771,0.7720932129649771
1,0.021581188837687174,0,0.7732216663041114,0.7726574396345443
2,0.006750965118408203,1,0.7934250598216228,0.7934250598216228
3,0.009854348500569661,1,0.7948934087448336,0.7941592342832282
4,0.006629431247711181,2,0.8853872090493801,0.8853872090493801
5,0.009591400623321533,2,0.8840956058298891,0.8847414074396346
6,0.005979466438293457,3,0.863525125081575,0.863525125081575
7,0.008325413862864176,3,0.8645312160104416,0.8640281705460082
8,0.006710755825042725,4,0.876930606917555,0.876930606917555
9,0.009694870313008625,4,0.8790243637154667,0.8779774853165108
10,0.0070890307426452635,5,0.8204671524907549,0.8204671524907549
11,0.010451916853586833,5,0.8234990211007178,0.8219830867957363
12,0.00650707483291626,6,0.9172558190123994,0.9172558190123994
13,0.009297466278076172,6,0.9181395475309985,0.917697683271699
14,0.0066421270370483395,7,0.7927316728301066,0.7927316728301066
15,0.00961082379023234,7,0.7939688927561454,0.793350282793126
16,0.006664919853210449,8,0.7958043289101588,0.7958043289101588
17,0.00970828930536906,8,0.797571785947357,0.7966880574287579
18,0.006902551651000977,9,0.7830650424189689,0.7830650424189689
19,0.009436444441477457,9,0.7808489232107897,0.7819569828148794
20,0.0069615721702575685,10,0.7911953447900805,0.7911953447900805
21,0.010207140445709228,10,0.7901620622144877,0.7906787035022841
22,0.006440941492716471,11,0.8399227757232978,0.8399227757232978
23,0.009210034211476644,11,0.8386447683271699,0.8392837720252339
24,0.006760823726654053,12,0.8089242984555145,0.8089242984555145
25,0.009849754969278972,12,0.8118202088318468,0.8103722536436806
26,0.006210434436798096,13,0.8702278659995649,0.8702278659995649
27,0.008735036849975586,13,0.8691266043071568,0.8696772351533608
28,0.006115639209747314,14,0.8772840983249945,0.8772840983249945
29,0.008576734860738119,14,0.8802751794648684,0.8787796388949315
30,0.006729042530059815,15,0.7938057428757885,0.7938057428757885
31,0.009823282559712728,15,0.7924053730693931,0.7931055579725907
32,0.006661820411682129,16,0.8735180552534262,0.8735180552534262
33,0.009634113311767578,16,0.8701734827061127,0.8718457689797694
34,0.006125132242838542,17,0.8623015009788992,0.8623015009788992
35,0.00862449010213216,17,0.8638106373721992,0.8630560691755492
36,0.007838165760040284,18,0.8006172503806831,0.8006172503806831
37,0.010547061761220297,18,0.7995839678050902,0.8001006090928866
38,0.007298421859741211,19,0.7902572329780292,0.7902572329780292
39,0.010859497388203939,19,0.7940640635196867,0.7921606482488579
40,0.006508986155192058,20,0.8543071568414183,0.8543071568414183
41,0.009293850262959797,20,0.855313247770285,0.8548102023058517
