,Tiempo,Modelo,Score,Promedio
0,0.28755007187525433,0,0.7758382898026033,0.7758382898026033
1,0.5532391389211019,0,0.7773198431169727,0.776579066459788
2,0.27191149393717445,1,0.7533510042237738,0.7533510042237738
3,0.536455758412679,1,0.7525428842341177,0.7529469442289458
4,0.2753909587860107,2,0.7217696750280148,0.7217696750280148
5,0.5401197791099548,2,0.7241347728644082,0.7229522239462115
6,0.3120254993438721,3,0.7636195155590035,0.7636195155590035
7,0.6224133292833964,3,0.7613783294543573,0.7624989225066805
8,0.3116607745488485,4,0.7739149642272218,0.7739149642272218
9,0.6124661922454834,4,0.7742489871562797,0.7740819756917507
10,0.32549639940261843,5,0.7215056891647271,0.7215056891647271
11,0.6405923088391622,5,0.7199756486509784,0.7207406689078528
12,0.2916049321492513,6,0.696604818550125,0.696604818550125
13,0.5661387960116069,6,0.6982910955952073,0.6974479570726662
14,0.2789862593015035,7,0.687537712266184,0.687537712266184
15,0.550588325659434,7,0.6859430221532626,0.6867403672097233
16,0.28061413367589316,8,0.6844668563054909,0.6844668563054909
17,0.5877536098162334,8,0.6857652357555383,0.6851160460305146
18,0.32526663939158124,9,0.6910180156883027,0.6910180156883027
19,0.6384870529174804,9,0.6890893026463236,0.6900536591673132
20,0.29641106923421223,10,0.7780363761744677,0.7780363761744677
21,0.5817022283871969,10,0.7775892164468581,0.7778127963106629
22,0.3091723918914795,11,0.6887660546504611,0.6887660546504611
23,0.6069833795229594,11,0.6863524696146884,0.6875592621325748
24,0.30952365001042687,12,0.7843450995603827,0.7843450995603827
25,0.6075326482454936,12,0.7840541763641066,0.7841996379622447
26,0.2988642613093058,13,0.7386216705456427,0.7386216705456427
27,0.5646503726641338,13,0.7395429273338505,0.7390822989397465
28,0.2701711932818095,14,0.7604355227997587,0.7604355227997587
29,0.5314333836237589,14,0.7602685113352298,0.7603520170674942
30,0.2680485248565674,15,0.7299963365227136,0.7299963365227136
31,0.5266274134318034,15,0.7316556762348073,0.7308260063787604
32,0.26901662747065225,16,0.7671429187139039,0.7671429187139039
33,0.5631430943806967,16,0.7660546504611672,0.7665987845875355
34,0.2987352927525838,17,0.6945090940436169,0.6945090940436169
35,0.5861743609110515,17,0.6911257650202569,0.6928174295319369
36,0.30556931098302204,18,0.7040826221877424,0.7040826221877424
37,0.5999568740526835,18,0.7041957589862943,0.7041391905870183
38,0.31021618048350014,19,0.7241455477976037,0.7241455477976037
39,0.6092697064081828,19,0.7226155072838548,0.7233805275407292
